label, NtQueryAttributesFile, DnsQuery_W, sendto, SendNotifyMessageA, CreateServiceW, NtCreateThreadEx, CryptHashData, CryptExportKey, CopyFileW, NtReadVirtualMemory, CreateServiceA, bind, DnsQuery_A, ControlService, ObtainUserAgentString, NtQuerySystemInformation, GetFileVersionInfoExW, NtGetContextThread, GetFileVersionInfoSizeW, GetSystemDirectoryW, RtlDecompressBuffer, NtOpenKey, GlobalMemoryStatus, Process32FirstW, GetCursorPos, CreateThread, CreateDirectoryExW, getaddrinfo, HttpOpenRequestW, recvfrom, ShellExecuteExW, CWindow_AddTimeoutCode, GetSystemDirectoryA, NtTerminateProcess, LoadStringW, SendNotifyMessageW, Module32NextW, accept, CreateDirectoryW, GetAdaptersAddresses, NtDeviceIoControlFile, CreateActCtxW, HttpOpenRequestA, NtQueryFullAttributesFile, InternetReadFile, DeleteUrlCacheEntryA, NtWriteFile, LookupAccountSidW, SetFileInformationByHandle, NetShareEnum, CryptEncrypt, EnumServicesStatusA, CDocument_write, NtClose, NtCreateSection, GetSystemWindowsDirectoryA, DrawTextExW, LdrGetProcedureAddress, CryptProtectData, connect, SHGetFolderPathW, RtlAddVectoredContinueHandler, RegEnumValueA, NtDeleteKey, GetSystemWindowsDirectoryW, NtCreateKey, NetGetJoinInformation, __anomaly__, GetKeyboardState, InternetGetConnectedState, InternetSetOptionA, WSASendTo, DeleteFileW, GetFileAttributesW, GetFileVersionInfoSizeExW, RegEnumValueW, CopyFileA, InternetOpenUrlW, AssignProcessToJobObject, SetErrorMode, PRF, InternetCrackUrlA, GetBestInterfaceEx, InternetOpenA, SHGetSpecialFolderLocation, NtSetContextThread, RegQueryValueExW, OpenServiceW, GetNativeSystemInfo, GlobalMemoryStatusEx, SetStdHandle, getsockname, GetDiskFreeSpaceW, CryptUnprotectMemory, SetFilePointerEx, IWbemServices_ExecQuery, RegDeleteKeyA, WSAStartup, RegQueryValueExA, GetAddrInfoW, CertControlStore, InternetOpenUrlA, InternetOpenW, GetKeyState, SetFilePointer, RegDeleteKeyW, MoveFileWithProgressW, GetAsyncKeyState, DrawTextExA, CopyFileExW, GetVolumePathNamesForVolumeNameW, CoInitializeEx, GetUserNameExA, LoadStringA, NtMapViewOfSection, CreateProcessInternalW, NtDeleteValueKey, ReadCabinetState, NtLoadDriver, NtResumeThread, timeGetTime, LoadResource, NtEnumerateValueKey, ExitWindowsEx, GetUserNameExW, GetSystemTimeAsFileTime, CoCreateInstanceEx, Process32NextW, InternetCrackUrlW, NtProtectVirtualMemory, RegEnumKeyExW, NtShutdownSystem, GetAdaptersInfo, OpenServiceA, RtlCreateUserThread, LdrGetDllHandle, RtlDecompressFragment, SetFileTime, LdrLoadDll, GetSystemMetrics, CoCreateInstance, CryptCreateHash, NtLoadKey, NtUnmapViewOfSection, NtSuspendThread, LdrUnloadDll, RegEnumKeyExA, InternetCloseHandle, NtOpenSection, GetFileVersionInfoW, RegDeleteValueA, FindFirstFileExA, select, GetTempPathW, RtlCompressBuffer, NtOpenDirectoryObject, NtQueueApcThread, GetUserNameA, WriteConsoleW, UuidCreate, DeviceIoControl, InternetConnectW, RegSetValueExA, GetDiskFreeSpaceExW, RegCloseKey, WriteConsoleA, NtOpenThread, NtEnumerateKey, COleScript_Compile, RegEnumKeyW, DecryptMessage, EnumWindows, ioctlsocket, TaskDialog, NtOpenMutant, Math_random, InternetSetStatusCallback, RegDeleteValueW, FindWindowExA, ReadProcessMemory, CryptDecodeObjectEx, FindWindowExW, NtCreateFile, UnhookWindowsHookEx, InternetConnectA, Thread32First, GetFileType, IWbemServices_ExecMethod, LookupPrivilegeValueW, SetEndOfFile, GetComputerNameW, RtlRemoveVectoredContinueHandler, CoInitializeSecurity, CertOpenSystemStoreA, InternetWriteFile, setsockopt, NtDuplicateObject, CryptProtectMemory, MessageBoxTimeoutA, MessageBoxTimeoutW, CertCreateCertificateContext, NtQueryMultipleValueKey, NetUserGetLocalGroups, GetComputerNameA, NtOpenProcess, GetVolumeNameForVolumeMountPointW, gethostbyname, CElement_put_innerHTML, RegSetValueExW, NtSaveKey, SetInformationJobObject, CertOpenSystemStoreW, NtDelayExecution, NtOpenKeyEx, CryptDecrypt, RtlAddVectoredExceptionHandler, EncryptMessage, CryptGenKey, InternetQueryOptionA, ActiveXObjectFncObj_Construct, WSAConnect, GetSystemInfo, RegQueryInfoKeyA, SearchPathW, WriteProcessMemory, OpenSCManagerA, Thread32Next, RegCreateKeyExW, SetFileAttributesW, CoGetClassObject, NtWriteVirtualMemory, listen, WSASocketA, RegOpenKeyExW, RemoveDirectoryW, FindWindowA, WSASend, GetShortPathNameW, InternetGetConnectedStateExW, WSASocketW, NtQueryInformationFile, CoUninitialize, RegQueryInfoKeyW, CryptAcquireContextA, CreateJobObjectW, GetFileSize, IsDebuggerPresent, GetFileAttributesExW, NtQueryDirectoryFile, CreateToolhelp32Snapshot, InternetGetConnectedStateExA, NtCreateMutant, CertOpenStore, URLDownloadToFileW, __exception__, NetUserGetInfo, NtSetInformationFile, GetFileSizeEx, OpenSCManagerW, SetWindowsHookExA, NtSetValueKey, RtlRemoveVectoredExceptionHandler, NtReadFile, GetForegroundWindow, send, RegOpenKeyExA, shutdown, EnumServicesStatusW, FindResourceExA, NtQueryValueKey, StartServiceW, NtFreeVirtualMemory, DeleteService, CreateRemoteThread, NtTerminateThread, HttpSendRequestA, GetVolumePathNameW, SizeofResource, NtOpenFile, NtQueryKey, OutputDebugStringA, NtAllocateVirtualMemory, HttpSendRequestW, HttpQueryInfoA, recv, FindResourceW, DeleteUrlCacheEntryW, GetFileInformationByHandle, FindResourceExW, SetWindowsHookExW, WSARecvFrom, Module32FirstW, OleInitialize, RegCreateKeyExA, RemoveDirectoryA, FindWindowW, FindFirstFileExW, StartServiceA, GetTimeZoneInformation, SetUnhandledExceptionFilter, WSARecv, CryptAcquireContextW, GetUserNameW, closesocket, NtDeleteFile, RegisterHotKey, socket, GetFileInformationByHandleEx, FindResourceA
34, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 61, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 8, 74, 0, 1, 2, 11, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 596, 8, 0, 10, 36, 0, 5, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 9, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 464, 142, 1, 0, 0, 294, 0, 8, 109, 0, 116, 8, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 301, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 783, 35, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 15, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 5, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 133, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 12, 0, 0, 0, 0, 0, 0, 0, 19, 4, 4, 0, 5, 0, 0, 0, 251, 310, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 110, 7, 0, 0, 28, 4, 7, 95, 37, 0, 15, 0, 0, 52, 0, 0, 20, 0, 0, 12, 0, 24, 585, 6, 141, 5, 0, 0, 608, 0, 154, 0, 0, 0, 0, 0, 3, 8, 457, 0, 200, 0, 0, 3, 5, 0, 1, 68, 4, 0, 6, 0, 3, 0, 1, 17, 0, 3, 0, 0, 1, 2, 5, 0, 0, 6, 28, 2
36, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 35, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 15, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 279, 7, 0, 90, 80, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 6, 30, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2309, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 4, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 8, 17, 0, 0, 11, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 81, 0, 0, 0, 0, 191, 0, 0, 0, 0, 22, 0, 3, 33, 146, 2, 0, 0, 8, 0, 28, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 529, 0, 0, 0, 0, 111, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 14, 4, 3, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 672, 0, 0, 0, 0, 0, 0, 3, 16, 0, 0, 0, 1, 0, 0, 111, 0, 0, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 123, 57, 0, 8, 3, 0, 2, 11, 0, 71, 0, 0, 0, 0, 0, 0, 3, 0, 0, 46, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 12, 0
37, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 52, 0, 2, 63, 1, 0, 16, 0, 0, 0, 0, 0, 0, 2, 4, 74, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 649, 9, 0, 10, 37, 0, 8, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 14, 0, 12, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 24, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 470, 142, 2, 0, 0, 267, 0, 8, 108, 0, 128, 9, 0, 0, 0, 0, 1, 0, 7, 2, 0, 0, 305, 4, 69, 0, 5, 81, 0, 2, 0, 0, 6, 0, 3, 1, 1619, 74, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 41, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 7, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 132, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 12, 0, 0, 0, 0, 0, 0, 0, 23, 3, 4, 0, 5, 0, 0, 0, 273, 402, 0, 0, 0, 0, 0, 0, 0, 2, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 110, 7, 0, 0, 28, 12, 7, 95, 37, 0, 15, 0, 0, 60, 0, 0, 19, 0, 0, 16, 0, 23, 554, 16, 141, 16, 0, 0, 625, 0, 310, 0, 0, 0, 0, 0, 3, 8, 583, 0, 364, 0, 0, 9, 5, 0, 1, 2, 1, 0, 6, 0, 5, 0, 3, 17, 0, 8, 0, 0, 1, 2, 16, 0, 0, 16, 27, 2
38, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 103, 0, 2, 745, 5, 0, 16, 0, 0, 0, 0, 0, 0, 20, 2, 74, 0, 0, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 377, 27, 0, 27, 704, 0, 0, 5, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 35, 0, 12, 0, 0, 0, 44, 0, 0, 0, 0, 1, 0, 2533, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 934, 142, 0, 0, 0, 299, 0, 8, 72, 0, 144, 39, 0, 0, 0, 0, 1, 0, 70, 2, 0, 0, 102, 4, 67, 0, 5, 81, 0, 2, 0, 0, 436, 0, 3, 55, 509, 30, 0, 0, 28, 0, 4, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 3, 965, 0, 0, 5, 0, 137, 0, 2, 0, 0, 5, 0, 0, 8, 0, 5, 0, 0, 97, 2, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 0, 16, 14, 0, 0, 0, 0, 0, 0, 0, 39, 3, 4, 0, 5, 0, 0, 0, 146, 185, 0, 0, 0, 0, 0, 0, 0, 7, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 1138, 0, 0, 0, 4, 0, 0, 6, 68, 7, 0, 0, 10, 12, 7, 117, 36, 0, 10, 0, 0, 63, 0, 0, 13, 0, 0, 8, 0, 118, 472, 0, 141, 16, 0, 0, 109, 0, 267, 0, 0, 0, 0, 0, 3, 7, 6, 0, 270, 0, 0, 0, 3, 0, 1, 68, 4, 0, 6, 0, 5, 0, 3, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 12, 2
39, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 3, 0, 52, 0, 2, 60, 1, 0, 6, 0, 0, 0, 0, 0, 0, 2, 6, 69, 0, 0, 2, 11, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 728, 2, 0, 10, 36, 0, 2, 7, 0, 13, 0, 9, 1, 0, 0, 1, 0, 0, 0, 0, 10, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 425, 0, 3, 1, 0, 6, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 415, 142, 2, 0, 0, 284, 0, 8, 122, 0, 137, 2, 0, 0, 0, 0, 1, 0, 7, 2, 0, 0, 354, 4, 69, 0, 7, 81, 0, 2, 0, 0, 5, 0, 3, 1, 535, 42, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 4, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 158, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 15, 3, 4, 0, 5, 0, 0, 0, 275, 440, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 440, 0, 0, 0, 4, 0, 0, 3, 123, 7, 0, 0, 18, 4, 7, 125, 37, 0, 8, 0, 0, 52, 0, 0, 22, 0, 0, 16, 0, 26, 544, 0, 141, 5, 0, 0, 661, 0, 127, 0, 0, 0, 0, 0, 3, 8, 655, 0, 3, 0, 0, 0, 5, 0, 1, 2, 4, 0, 6, 0, 3, 0, 3, 23, 0, 0, 0, 0, 1, 2, 5, 0, 0, 6, 30, 2
40, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 2, 0, 4, 607, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 468, 4, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 36, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 93, 28, 2, 0, 0, 2, 0, 13, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 30, 0, 0, 0, 23, 0, 212, 0, 0, 0, 0, 0, 0, 0, 2, 0, 170, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
41, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 2, 0, 4, 959, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 4, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 36, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 92, 28, 1, 0, 0, 2, 0, 12, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 30, 0, 0, 0, 23, 0, 182, 0, 0, 0, 0, 0, 0, 0, 2, 0, 142, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
42, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 38, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 340, 8, 0, 26, 76, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 17, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2316, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 8, 17, 0, 0, 14, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 81, 0, 0, 0, 0, 192, 0, 0, 0, 0, 14, 0, 0, 30, 134, 2, 0, 0, 16, 0, 32, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 558, 0, 0, 0, 0, 111, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 4, 3, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 680, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 136, 3, 0, 5, 3, 0, 0, 12, 0, 40, 0, 0, 0, 0, 0, 0, 2, 0, 0, 105, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 12, 0
43, 4, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 1, 1, 0, 45, 0, 2, 84, 2, 0, 16, 0, 0, 0, 0, 0, 0, 14, 12, 74, 0, 1, 2, 21, 3, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 789, 8, 0, 10, 79, 0, 0, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 17, 0, 12, 0, 0, 0, 16, 0, 0, 0, 0, 1, 0, 431, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 500, 142, 1, 0, 0, 111, 0, 8, 112, 0, 144, 10, 0, 0, 0, 0, 1, 0, 47, 2, 0, 0, 325, 4, 77, 0, 5, 4, 0, 2, 0, 0, 3, 0, 3, 9, 1482, 53, 0, 0, 6, 0, 9, 93, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 429, 0, 1, 171, 0, 9, 0, 9, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 141, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 11, 0, 0, 0, 0, 0, 0, 0, 23, 4, 4, 0, 5, 0, 0, 0, 265, 476, 0, 0, 0, 0, 0, 0, 0, 2, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 451, 0, 0, 0, 4, 0, 0, 3, 111, 7, 0, 0, 28, 12, 7, 109, 41, 0, 16, 0, 0, 41, 0, 0, 22, 0, 0, 12, 0, 26, 549, 0, 141, 16, 0, 0, 652, 0, 3, 0, 0, 0, 0, 0, 4, 16, 608, 0, 55, 0, 0, 0, 6, 0, 1, 41, 4, 0, 6, 0, 5, 0, 7, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 30, 2
44, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 40, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 9, 2, 13, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 301, 7, 0, 1, 199, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 5, 14, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2282, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 24, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 8, 18, 0, 0, 9, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 2, 0, 14, 0, 0, 41, 23, 4, 0, 0, 11, 0, 14, 0, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 7, 0, 424, 0, 2, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 5, 2, 0, 0, 0, 0, 525, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 3, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 132, 1, 0, 9, 0, 0, 0, 12, 0, 67, 0, 0, 0, 0, 0, 0, 2, 2, 0, 50, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 2, 4, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0
45, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 3, 0, 52, 0, 2, 59, 1, 0, 6, 0, 0, 0, 0, 0, 0, 2, 6, 67, 0, 1, 2, 10, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 682, 8, 0, 10, 35, 0, 2, 8, 0, 13, 0, 9, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 425, 0, 3, 1, 0, 6, 0, 0, 1, 0, 0, 5, 172, 0, 0, 0, 0, 449, 142, 2, 0, 0, 290, 0, 8, 115, 0, 122, 8, 0, 0, 0, 0, 1, 0, 7, 2, 0, 0, 312, 4, 69, 0, 5, 81, 0, 2, 0, 0, 5, 0, 3, 1, 581, 38, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 4, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 138, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 11, 0, 0, 0, 0, 0, 0, 0, 23, 3, 4, 0, 5, 0, 0, 0, 274, 426, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 116, 7, 0, 0, 28, 4, 7, 100, 37, 0, 15, 0, 0, 52, 0, 0, 20, 0, 0, 16, 0, 24, 546, 0, 142, 5, 0, 0, 644, 0, 127, 0, 0, 0, 0, 0, 3, 8, 626, 0, 14, 0, 0, 0, 5, 0, 1, 2, 4, 0, 6, 0, 3, 0, 3, 17, 0, 0, 0, 0, 1, 2, 5, 0, 0, 6, 28, 2
